"A-1 NUMBER OF VILLAGES, TOWNS, HOUSEHOLDS, POPULATION AND AREA",,,,,,,,,,,,,,
State  Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",Number of villages,,Number of towns,Number of households,Population,,,"Area
 (In sq. km)",Population per sq. km.
,,,,,,Inhabited,Uninhabited,,,Persons,Males,Females,,
02,032,00168,SUB-DISTRICT,Nohra,Urban,0,0,0,0,0,0,0,0.00,0
02,032,00169,SUB-DISTRICT,Pachhad,Total,262,1,0,"10,549","53,800","27,912","25,888",394.08,137
02,032,00169,SUB-DISTRICT,Pachhad,Rural,262,1,0,"10,549","53,800","27,912","25,888",394.08,137
02,032,00169,SUB-DISTRICT,Pachhad,Urban,0,0,0,0,0,0,0,0.00,0
02,032,00170,SUB-DISTRICT,Renuka,Total,74,0,0,"7,276","47,388","24,221","23,167",296.57,160
02,032,00170,SUB-DISTRICT,Renuka,Rural,74,0,0,"7,276","47,388","24,221","23,167",296.57,160
02,032,00170,SUB-DISTRICT,Renuka,Urban,0,0,0,0,0,0,0,0.00,0
02,032,00171,SUB-DISTRICT,Dadahu,Total,72,1,0,"3,287","17,403","8,870","8,533",131.75,132
02,032,00171,SUB-DISTRICT,Dadahu,Rural,72,1,0,"3,287","17,403","8,870","8,533",131.75,132
02,032,00171,SUB-DISTRICT,Dadahu,Urban,0,0,0,0,0,0,0,0.00,0
02,032,00172,SUB-DISTRICT,Nahan,Total,137,0,1,"17,705","84,149","44,077","40,072",298.00,282
02,032,00172,SUB-DISTRICT,Nahan,Rural,137,0,0,"11,026","55,250","28,852","26,398",287.11,192
02,032,00172,SUB-DISTRICT,Nahan,Urban,0,0,1,"6,679","28,899","15,225","13,674",10.89,"2,654"
02,032,00173,SUB-DISTRICT,Paonta Sahib,Total,141,5,1,"31,523","1,57,799","83,015","74,784",737.00,214
02,032,00173,SUB-DISTRICT,Paonta Sahib,Rural,141,5,0,"25,810","1,32,616","69,750","62,866",730.82,181
02,032,00173,SUB-DISTRICT,Paonta Sahib,Urban,0,0,1,"5,713","25,183","13,265","11,918",6.18,"4,075"
02,032,00174,SUB-DISTRICT,Kamrau,Total,45,0,0,"5,650","37,066","19,400","17,666",164.09,226
02,032,00174,SUB-DISTRICT,Kamrau,Rural,45,0,0,"5,650","37,066","19,400","17,666",164.09,226
02,032,00174,SUB-DISTRICT,Kamrau,Urban,0,0,0,0,0,0,0,0.00,0
02,032,00175,SUB-DISTRICT,Shalai,Total,28,0,0,"5,046","36,905","19,403","17,502",126.57,292
02,032,00175,SUB-DISTRICT,Shalai,Rural,28,0,0,"5,046","36,905","19,403","17,502",126.57,292
02,032,00175,SUB-DISTRICT,Shalai,Urban,0,0,0,0,0,0,0,0.00,0
02,032,00176,SUB-DISTRICT,Ronhat,Total,22,0,0,"3,127","23,324","12,438","10,886",115.97,201
02,032,00176,SUB-DISTRICT,Ronhat,Rural,22,0,0,"3,127","23,324","12,438","10,886",115.97,201
02,032,00176,SUB-DISTRICT,Ronhat,Urban,0,0,0,0,0,0,0,0.00,0
02,033,00000,DISTRICT,Shimla,Total,"2,705",526,11,"1,84,362","8,14,010","4,25,039","3,88,971",5131.00,159
02,033,00000,DISTRICT,Shimla,Rural,"2,705",526,0,"1,29,854","6,12,659","3,14,295","2,98,364",5075.57,121
02,033,00000,DISTRICT,Shimla,Urban,0,0,11,"54,508","2,01,351","1,10,744","90,607",55.43,"3,633"
02,033,00177,SUB-DISTRICT,Rampur,Total,152,68,2,"18,484","77,542","40,683","36,859",832.16,93
02,033,00177,SUB-DISTRICT,Rampur,Rural,152,68,0,"15,690","67,232","35,100","32,132",826.60,81
02,033,00177,SUB-DISTRICT,Rampur,Urban,0,0,2,"2,794","10,310","5,583","4,727",5.56,"1,854"
02,033,00178,SUB-DISTRICT,Nankhari,Total,84,18,0,"6,075","26,238","13,292","12,946",157.26,167
02,033,00178,SUB-DISTRICT,Nankhari,Rural,84,18,0,"6,075","26,238","13,292","12,946",157.26,167
02,033,00178,SUB-DISTRICT,Nankhari,Urban,0,0,0,0,0,0,0,0.00,0
02,033,00179,SUB-DISTRICT,Kumharsain,Total,171,15,1,"10,346","43,062","21,888","21,174",227.29,189
02,033,00179,SUB-DISTRICT,Kumharsain,Rural,171,15,0,"10,117","42,161","21,354","20,807",226.29,186
02,033,00179,SUB-DISTRICT,Kumharsain,Urban,0,0,1,229,901,534,367,1.00,901
02,033,00180,SUB-DISTRICT,Seoni,Total,199,36,1,"7,354","35,379","17,682","17,697",247.25,143
02,033,00180,SUB-DISTRICT,Seoni,Rural,199,36,0,"6,694","32,788","16,281","16,507",245.49,134
02,033,00180,SUB-DISTRICT,Seoni,Urban,0,0,1,660,"2,591","1,401","1,190",1.76,"1,472"
02,033,00181,SUB-DISTRICT,Shimla   ( Rural ),Total,540,60,1,"17,594","84,382","44,022","40,360",356.60,237
02,033,00181,SUB-DISTRICT,Shimla   ( Rural ),Rural,540,60,0,"17,200","82,320","42,588","39,732",355.19,232
02,033,00181,SUB-DISTRICT,Shimla   ( Rural ),Urban,0,0,1,394,"2,062","1,434",628,1.41,"1,462"
02,033,00182,SUB-DISTRICT,Shimla (urban),Total,0,0,1,"46,306","1,69,578","93,152","76,426",35.34,"4,798"
02,033,00182,SUB-DISTRICT,Shimla (urban),Rural,0,0,0,0,0,0,0,0.00,0
02,033,00182,SUB-DISTRICT,Shimla (urban),Urban,0,0,1,"46,306","1,69,578","93,152","76,426",35.34,"4,798"
02,033,00183,SUB-DISTRICT,Junga,Total,59,6,0,"2,556","13,398","6,834","6,564",106.57,126
02,033,00183,SUB-DISTRICT,Junga,Rural,59,6,0,"2,556","13,398","6,834","6,564",106.57,126
02,033,00183,SUB-DISTRICT,Junga,Urban,0,0,0,0,0,0,0,0.00,0
02,033,00184,SUB-DISTRICT,Theog,Total,446,40,1,"17,469","84,684","43,219","41,465",470.06,180
02,033,00184,SUB-DISTRICT,Theog,Rural,446,40,0,"16,345","80,331","40,991","39,340",466.06,172
02,033,00184,SUB-DISTRICT,Theog,Urban,0,0,1,"1,124","4,353","2,228","2,125",4.00,"1,088"
02,033,00185,SUB-DISTRICT,Chaupal,Total,158,60,1,"6,640","31,118","16,008","15,110",320.10,97
02,033,00185,SUB-DISTRICT,Chaupal,Rural,158,60,0,"6,063","29,267","14,976","14,291",316.10,93
02,033,00185,SUB-DISTRICT,Chaupal,Urban,0,0,1,577,"1,851","1,032",819,4.00,463
02,033,00186,SUB-DISTRICT,Cheta,Total,58,33,0,"3,139","19,460","10,094","9,366",166.38,117
02,033,00186,SUB-DISTRICT,Cheta,Rural,58,33,0,"3,139","19,460","10,094","9,366",166.38,117
02,033,00186,SUB-DISTRICT,Cheta,Urban,0,0,0,0,0,0,0,0.00,0
02,033,00187,SUB-DISTRICT,Nerua,Total,189,58,0,"6,804","36,517","18,751","17,766",355.64,103
02,033,00187,SUB-DISTRICT,Nerua,Rural,189,58,0,"6,804","36,517","18,751","17,766",355.64,103
02,033,00187,SUB-DISTRICT,Nerua,Urban,0,0,0,0,0,0,0,0.00,0
02,033,00188,SUB-DISTRICT,Jubbal,Total,134,37,1,"8,219","37,637","19,344","18,293",311.45,121
02,033,00188,SUB-DISTRICT,Jubbal,Rural,134,37,0,"7,777","35,997","18,414","17,583",310.56,116
02,033,00188,SUB-DISTRICT,Jubbal,Urban,0,0,1,442,"1,640",930,710,0.89,"1,843"
02,033,00189,SUB-DISTRICT,Kotkhai,Total,219,31,1,"8,940","39,205","20,095","19,110",243.64,161
02,033,00189,SUB-DISTRICT,Kotkhai,Rural,219,31,0,"8,610","38,015","19,404","18,611",243.24,156
02,033,00189,SUB-DISTRICT,Kotkhai,Urban,0,0,1,330,"1,190",691,499,0.40,"2,975"
02,033,00190,SUB-DISTRICT,Tikar,Total,41,5,0,"3,130","13,806","7,202","6,604",69.74,198
02,033,00190,SUB-DISTRICT,Tikar,Rural,41,5,0,"3,130","13,806","7,202","6,604",69.74,198
02,033,00190,SUB-DISTRICT,Tikar,Urban,0,0,0,0,0,0,0,0.00,0
02,033,00191,SUB-DISTRICT,Rohru,Total,129,13,1,"11,002","49,490","25,607","23,883",231.87,213
02,033,00191,SUB-DISTRICT,Rohru,Rural,129,13,0,"9,350","42,615","21,848","20,767",230.80,185
02,033,00191,SUB-DISTRICT,Rohru,Urban,0,0,1,"1,652","6,875","3,759","3,116",1.07,"6,425"
02,033,00192,SUB-DISTRICT,Chirgaon,Total,116,36,0,"9,089","46,142","23,839","22,303",645.33,72
02,033,00192,SUB-DISTRICT,Chirgaon,Rural,116,36,0,"9,089","46,142","23,839","22,303",645.33,72
02,033,00192,SUB-DISTRICT,Chirgaon,Urban,0,0,0,0,0,0,0,0.00,0
02,033,00193,SUB-DISTRICT,Dodra Kwar,Total,10,10,0,"1,215","6,372","3,327","3,045",354.35,18
02,033,00193,SUB-DISTRICT,Dodra Kwar,Rural,10,10,0,"1,215","6,372","3,327","3,045",354.35,18
02,033,00193,SUB-DISTRICT,Dodra Kwar,Urban,0,0,0,0,0,0,0,0.00,0
02,034,00000,DISTRICT,Kinnaur,Total,241,419,0,"19,976","84,121","46,249","37,872",6401.00,13
02,034,00000,DISTRICT,Kinnaur,Rural,241,419,0,"19,976","84,121","46,249","37,872",6401.00,13
02,034,00000,DISTRICT,Kinnaur,Urban,0,0,0,0,0,0,0,0.00,0
02,034,00194,SUB-DISTRICT,Hangrang,Total,16,41,0,"1,113","4,659","2,390","2,269",553.00,8
02,034,00194,SUB-DISTRICT,Hangrang,Rural,16,41,0,"1,113","4,659","2,390","2,269",553.00,8
02,034,00194,SUB-DISTRICT,Hangrang,Urban,0,0,0,0,0,0,0,0.00,0
02,034,00195,SUB-DISTRICT,Poo,Total,28,69,0,"1,987","8,309","4,681","3,628",1290.00,6
02,034,00195,SUB-DISTRICT,Poo,Rural,28,69,0,"1,987","8,309","4,681","3,628",1290.00,6
02,034,00195,SUB-DISTRICT,Poo,Urban,0,0,0,0,0,0,0,0.00,0
02,034,00196,SUB-DISTRICT,Morang,Total,37,87,0,"2,371","10,238","5,403","4,835",1660.00,6
02,034,00196,SUB-DISTRICT,Morang,Rural,37,87,0,"2,371","10,238","5,403","4,835",1660.00,6
02,034,00196,SUB-DISTRICT,Morang,Urban,0,0,0,0,0,0,0,0.00,0
02,034,00197,SUB-DISTRICT,Kalpa,Total,39,45,0,"4,759","19,190","10,321","8,869",376.35,51
02,034,00197,SUB-DISTRICT,Kalpa,Rural,39,45,0,"4,759","19,190","10,321","8,869",376.35,51
02,034,00197,SUB-DISTRICT,Kalpa,Urban,0,0,0,0,0,0,0,0.00,0
02,034,00198,SUB-DISTRICT,Nichar,Total,85,103,0,"6,681","27,683","15,463","12,220",1141.32,24
02,034,00198,SUB-DISTRICT,Nichar,Rural,85,103,0,"6,681","27,683","15,463","12,220",1141.32,24
02,034,00198,SUB-DISTRICT,Nichar,Urban,0,0,0,0,0,0,0,0.00,0
02,034,00199,SUB-DISTRICT,Sangla,Total,36,74,0,"3,065","14,042","7,991","6,051",1380.33,10
02,034,00199,SUB-DISTRICT,Sangla,Rural,36,74,0,"3,065","14,042","7,991","6,051",1380.33,10
02,034,00199,SUB-DISTRICT,Sangla,Urban,0,0,0,0,0,0,0,0.00,0
03,000,00000,STATE,PUNJAB,Total,"12,168",413,217,"55,13,071","2,77,43,338","1,46,39,465","1,31,03,873",50362.00,551
03,000,00000,STATE,PUNJAB,Rural,"12,168",413,0,"33,58,113","1,73,44,192","90,93,476","82,50,716",47847.40,362
03,000,00000,STATE,PUNJAB,Urban,0,0,217,"21,54,958","1,03,99,146","55,45,989","48,53,157",2514.60,"4,136"
03,035,00000,DISTRICT,Gurdaspur,Total,"1,515",80,27,"4,43,666","22,98,323","12,12,617","10,85,706",3551.00,647
03,035,00000,DISTRICT,Gurdaspur,Rural,"1,515",80,0,"3,12,300","16,39,004","8,55,784","7,83,220",3330.27,492
03,035,00000,DISTRICT,Gurdaspur,Urban,0,0,27,"1,31,366","6,59,319","3,56,833","3,02,486",220.73,"2,987"
03,035,00200,SUB-DISTRICT,Dhar Kalan,Total,27,0,1,"10,825","54,186","28,235","25,951",263.91,205
03,035,00200,SUB-DISTRICT,Dhar Kalan,Rural,27,0,0,"9,774","48,780","25,414","23,366",251.46,194
03,035,00200,SUB-DISTRICT,Dhar Kalan,Urban,0,0,1,"1,051","5,406","2,821","2,585",12.45,434
03,035,00201,SUB-DISTRICT,Pathankot       ,Total,336,34,13,"1,23,734","6,22,412","3,33,767","2,88,645",687.37,905
03,035,00201,SUB-DISTRICT,Pathankot       ,Rural,336,34,0,"64,886","3,29,652","1,72,345","1,57,307",593.06,556
03,035,00201,SUB-DISTRICT,Pathankot       ,Urban,0,0,13,"58,848","2,92,760","1,61,422","1,31,338",94.31,"3,104"
03,035,00202,SUB-DISTRICT,Gurdaspur ,Total,676,40,7,"1,56,505","8,21,539","4,30,018","3,91,521",1352.60,607
03,035,00202,SUB-DISTRICT,Gurdaspur ,Rural,676,40,0,"1,27,384","6,74,345","3,50,455","3,23,890",1299.24,519
03,035,00202,SUB-DISTRICT,Gurdaspur ,Urban,0,0,7,"29,121","1,47,194","79,563","67,631",53.36,"2,759"
03,035,00203,SUB-DISTRICT,Batala ,Total,358,2,4,"1,29,555","6,75,891","3,54,935","3,20,956",950.77,711
03,035,00203,SUB-DISTRICT,Batala ,Rural,358,2,0,"89,199","4,72,327","2,47,569","2,24,758",897.61,526
03,035,00203,SUB-DISTRICT,Batala ,Urban,0,0,4,"40,356","2,03,564","1,07,366","96,198",53.16,"3,829"
03,035,00204,SUB-DISTRICT,Dera Baba Nanak  ,Total,118,4,2,"23,047","1,24,295","65,662","58,633",296.34,419
03,035,00204,SUB-DISTRICT,Dera Baba Nanak  ,Rural,118,4,0,"21,057","1,13,900","60,001","53,899",288.89,394
03,035,00204,SUB-DISTRICT,Dera Baba Nanak  ,Urban,0,0,2,"1,990","10,395","5,661","4,734",7.45,"1,395"
03,036,00000,DISTRICT,Kapurthala ,Total,612,76,9,"1,67,989","8,15,168","4,26,311","3,88,857",1633.00,499
03,036,00000,DISTRICT,Kapurthala ,Rural,612,76,0,"1,07,710","5,32,706","2,75,932","2,56,774",1543.37,345
03,036,00000,DISTRICT,Kapurthala ,Urban,0,0,9,"60,279","2,82,462","1,50,379","1,32,083",89.63,"3,151"
03,036,00205,SUB-DISTRICT,Bhulath,Total,94,7,2,"22,689","1,04,354","52,881","51,473",234.99,444
03,036,00205,SUB-DISTRICT,Bhulath,Rural,94,7,0,"18,088","83,690","42,391","41,299",217.81,384
03,036,00205,SUB-DISTRICT,Bhulath,Urban,0,0,2,"4,601","20,664","10,490","10,174",17.18,"1,203"
03,036,00206,SUB-DISTRICT,Kapurthala ,Total,241,19,3,"69,986","3,41,631","1,80,894","1,60,737",656.55,520
03,036,00206,SUB-DISTRICT,Kapurthala ,Rural,241,19,0,"43,788","2,18,983","1,14,228","1,04,755",619.72,353
03,036,00206,SUB-DISTRICT,Kapurthala ,Urban,0,0,3,"26,198","1,22,648","66,666","55,982",36.83,"3,330"
03,036,00207,SUB-DISTRICT,Sultanpur Lodhi ,Total,175,40,1,"23,231","1,21,816","63,368","58,448",444.92,274
03,036,00207,SUB-DISTRICT,Sultanpur Lodhi ,Rural,175,40,0,"19,771","1,04,939","54,506","50,433",435.42,241
03,036,00207,SUB-DISTRICT,Sultanpur Lodhi ,Urban,0,0,1,"3,460","16,877","8,862","8,015",9.50,"1,777"
03,036,00208,SUB-DISTRICT,Phagwara ,Total,102,10,3,"52,083","2,47,367","1,29,168","1,18,199",296.54,834
03,036,00208,SUB-DISTRICT,Phagwara ,Rural,102,10,0,"26,063","1,25,094","64,807","60,287",270.42,463
03,036,00208,SUB-DISTRICT,Phagwara ,Urban,0,0,3,"26,020","1,22,273","64,361","57,912",26.12,"4,681"
03,037,00000,DISTRICT,Jalandhar,Total,922,19,21,"4,61,635","21,93,590","11,45,211","10,48,379",2624.00,836
03,037,00000,DISTRICT,Jalandhar,Rural,922,19,0,"2,13,682","10,32,419","5,28,790","5,03,629",2380.79,434
03,037,00000,DISTRICT,Jalandhar,Urban,0,0,21,"2,47,953","11,61,171","6,16,421","5,44,750",243.21,"4,774"
03,037,00209,SUB-DISTRICT,Shahkot,Total,176,3,2,"32,743","1,66,532","85,532","81,000",430.59,387
03,037,00209,SUB-DISTRICT,Shahkot,Rural,176,3,0,"27,785","1,41,682","72,574","69,108",420.59,337
03,037,00209,SUB-DISTRICT,Shahkot,Urban,0,0,2,"4,958","24,850","12,958","11,892",10.00,"2,485"
03,037,00210,SUB-DISTRICT,Nakodar,Total,146,1,1,"42,287","2,08,157","1,06,771","1,01,386",445.44,467
03,037,00210,SUB-DISTRICT,Nakodar,Rural,146,1,0,"34,473","1,71,184","87,411","83,773",432.94,395
03,037,00210,SUB-DISTRICT,Nakodar,Urban,0,0,1,"7,814","36,973","19,360","17,613",12.50,"2,958"
03,037,00211,SUB-DISTRICT,Phillaur,Total,225,11,5,"80,057","3,81,732","1,95,869","1,85,863",744.63,513
03,037,00211,SUB-DISTRICT,Phillaur,Rural,225,11,0,"65,078","3,11,277","1,59,096","1,52,181",696.74,447
03,037,00211,SUB-DISTRICT,Phillaur,Urban,0,0,5,"14,979","70,455","36,773","33,682",47.89,"1,471"
03,037,00212,SUB-DISTRICT,Jalandhar - I,Total,137,1,9,"2,45,989","11,45,692","6,06,349","5,39,343",468.05,"2,448"
03,037,00212,SUB-DISTRICT,Jalandhar - I,Rural,137,1,0,"37,391","1,71,718","87,699","84,019",323.01,532
03,037,00212,SUB-DISTRICT,Jalandhar - I,Urban,0,0,9,"2,08,598","9,73,974","5,18,650","4,55,324",145.04,"6,715"
03,037,00213,SUB-DISTRICT,Jalandhar - II,Total,238,3,4,"60,559","2,91,477","1,50,690","1,40,787",535.29,545
03,037,00213,SUB-DISTRICT,Jalandhar - II,Rural,238,3,0,"48,955","2,36,558","1,22,010","1,14,548",507.51,466
03,037,00213,SUB-DISTRICT,Jalandhar - II,Urban,0,0,4,"11,604","54,919","28,680","26,239",27.78,"1,977"
03,038,00000,DISTRICT,Hoshiarpur,Total,"1,385",31,13,"3,36,994","15,86,625","8,09,057","7,77,568",3386.00,469
03,038,00000,DISTRICT,Hoshiarpur,Rural,"1,385",31,0,"2,64,831","12,51,656","6,34,470","6,17,186",3243.71,386
03,038,00000,DISTRICT,Hoshiarpur,Urban,0,0,13,"72,163","3,34,969","1,74,587","1,60,382",142.29,"2,354"
03,038,00214,SUB-DISTRICT,Dasua,Total,379,19,3,"77,198","3,60,505","1,82,479","1,78,026",842.37,428
03,038,00214,SUB-DISTRICT,Dasua,Rural,379,19,0,"65,340","3,04,301","1,53,601","1,50,700",803.97,378
03,038,00214,SUB-DISTRICT,Dasua,Urban,0,0,3,"11,858","56,204","28,878","27,326",38.40,"1,464"
03,038,00215,SUB-DISTRICT,Mukerian ,Total,304,3,4,"70,410","3,35,063","1,69,358","1,65,705",628.97,533
03,038,00215,SUB-DISTRICT,Mukerian ,Rural,304,3,0,"57,541","2,73,924","1,37,646","1,36,278",590.25,464
03,038,00215,SUB-DISTRICT,Mukerian ,Urban,0,0,4,"12,869","61,139","31,712","29,427",38.72,"1,579"
03,038,00216,SUB-DISTRICT,Hoshiarpur ,Total,406,8,4,"1,19,141","5,60,346","2,88,991","2,71,355",1118.99,501
03,038,00216,SUB-DISTRICT,Hoshiarpur ,Rural,406,8,0,"77,852","3,71,035","1,89,724","1,81,311",1067.38,348
03,038,00216,SUB-DISTRICT,Hoshiarpur ,Urban,0,0,4,"41,289","1,89,311","99,267","90,044",51.61,"3,668"
03,038,00217,SUB-DISTRICT,Garhshankar,Total,296,1,2,"70,245","3,30,711","1,68,229","1,62,482",795.67,416
03,038,00217,SUB-DISTRICT,Garhshankar,Rural,296,1,0,"64,098","3,02,396","1,53,499","1,48,897",782.11,387
03,038,00217,SUB-DISTRICT,Garhshankar,Urban,0,0,2,"6,147","28,315","14,730","13,585",13.56,"2,088"
03,039,00000,DISTRICT,Shahid Bhagat Singh Nagar ,Total,458,10,8,"1,29,500","6,12,310","3,13,291","2,99,019",1282.00,478
03,039,00000,DISTRICT,Shahid Bhagat Singh Nagar ,Rural,458,10,0,"1,02,766","4,86,894","2,48,118","2,38,776",1214.65,401
03,039,00000,DISTRICT,Shahid Bhagat Singh Nagar ,Urban,0,0,8,"26,734","1,25,416","65,173","60,243",67.35,"1,862"
03,039,00218,SUB-DISTRICT,Nawanshahr,Total,275,9,6,"89,606","4,23,546","2,15,435","2,08,111",774.69,547
03,039,00218,SUB-DISTRICT,Nawanshahr,Rural,275,9,0,"68,982","3,27,350","1,65,659","1,61,691",727.62,450
03,039,00218,SUB-DISTRICT,Nawanshahr,Urban,0,0,6,"20,624","96,196","49,776","46,420",47.07,"2,044"
03,039,00219,SUB-DISTRICT,Balachaur,Total,183,1,2,"39,894","1,88,764","97,856","90,908",507.32,372
03,039,00219,SUB-DISTRICT,Balachaur,Rural,183,1,0,"33,784","1,59,544","82,459","77,085",487.04,328
03,039,00219,SUB-DISTRICT,Balachaur,Urban,0,0,2,"6,110","29,220","15,397","13,823",20.28,"1,441"
03,040,00000,DISTRICT,Fatehgarh Sahib,Total,442,4,5,"1,18,100","6,00,163","3,20,795","2,79,368",1180.00,509
03,040,00000,DISTRICT,Fatehgarh Sahib,Rural,442,4,0,"78,997","4,14,681","2,20,050","1,94,631",1102.33,376
03,040,00000,DISTRICT,Fatehgarh Sahib,Urban,0,0,5,"39,103","1,85,482","1,00,745","84,737",77.67,"2,388"
03,040,00220,SUB-DISTRICT,Bassi Pathana,Total,100,0,1,"18,558","96,163","50,919","45,244",225.36,427
03,040,00220,SUB-DISTRICT,Bassi Pathana,Rural,100,0,0,"14,284","75,875","40,254","35,621",222.36,341
03,040,00220,SUB-DISTRICT,Bassi Pathana,Urban,0,0,1,"4,274","20,288","10,665","9,623",3.00,"6,763"
03,040,00221,SUB-DISTRICT,Fatehgarh Sahib,Total,170,1,1,"39,387","2,02,334","1,07,099","95,235",483.51,418
03,040,00221,SUB-DISTRICT,Fatehgarh Sahib,Rural,170,1,0,"27,488","1,44,237","76,457","67,780",455.11,317
03,040,00221,SUB-DISTRICT,Fatehgarh Sahib,Urban,0,0,1,"11,899","58,097","30,642","27,455",28.40,"2,046"
03,040,00222,SUB-DISTRICT,Amloh,Total,100,2,2,"42,832","2,10,628","1,14,805","95,823",270.84,778
03,040,00222,SUB-DISTRICT,Amloh,Rural,100,2,0,"21,987","1,13,666","60,769","52,897",231.84,490
03,040,00222,SUB-DISTRICT,Amloh,Urban,0,0,2,"20,845","96,962","54,036","42,926",39.00,"2,486"
03,040,00223,SUB-DISTRICT,Khamanon,Total,72,1,1,"17,323","91,038","47,972","43,066",200.28,455
03,040,00223,SUB-DISTRICT,Khamanon,Rural,72,1,0,"15,238","80,903","42,570","38,333",193.01,419
03,040,00223,SUB-DISTRICT,Khamanon,Urban,0,0,1,"2,085","10,135","5,402","4,733",7.27,"1,394"
03,041,00000,DISTRICT,Ludhiana,Total,885,22,20,"7,16,826","34,98,739","18,67,816","16,30,923",3578.00,978
03,041,00000,DISTRICT,Ludhiana,Rural,885,22,0,"2,80,796","14,29,031","7,53,444","6,75,587",3256.10,439
03,041,00000,DISTRICT,Ludhiana,Urban,0,0,20,"4,36,030","20,69,708","11,14,372","9,55,336",321.90,"6,430"
03,041,00224,SUB-DISTRICT,Samrala,Total,196,4,2,"43,311","2,23,385","1,17,268","1,06,117",491.58,454
03,041,00224,SUB-DISTRICT,Samrala,Rural,196,4,0,"34,399","1,78,791","93,791","85,000",479.08,373
03,041,00224,SUB-DISTRICT,Samrala,Urban,0,0,2,"8,912","44,594","23,477","21,117",12.50,"3,568"
03,041,00225,SUB-DISTRICT,Khanna,Total,67,5,1,"44,917","2,22,297","1,17,380","1,04,917",212.40,"1,047"
03,041,00225,SUB-DISTRICT,Khanna,Rural,67,5,0,"18,717","94,160","49,579","44,581",187.65,502
03,041,00225,SUB-DISTRICT,Khanna,Urban,0,0,1,"26,200","1,28,137","67,801","60,336",24.75,"5,177"
03,041,00226,SUB-DISTRICT,Payal,Total,105,6,3,"41,643","2,13,545","1,13,803","99,742",428.98,498
03,041,00226,SUB-DISTRICT,Payal,Rural,105,6,0,"33,327","1,72,631","91,242","81,389",407.45,424
03,041,00226,SUB-DISTRICT,Payal,Urban,0,0,3,"8,316","40,914","22,561","18,353",21.53,"1,900"
03,041,00227,SUB-DISTRICT,Ludhiana (East),Total,181,3,3,"4,07,387","19,34,225","10,43,012","8,91,213",634.00,"3,051"
03,041,00227,SUB-DISTRICT,Ludhiana (East),Rural,181,3,0,"55,736","2,79,688","1,49,023","1,30,665",463.85,603
03,041,00227,SUB-DISTRICT,Ludhiana (East),Urban,0,0,3,"3,51,651","16,54,537","8,93,989","7,60,548",170.15,"9,724"
03,041,00228,SUB-DISTRICT,Ludhiana (West),Total,125,2,7,"72,514","3,62,602","1,91,203","1,71,399",543.00,668
03,041,00228,SUB-DISTRICT,Ludhiana (West),Rural,125,2,0,"54,288","2,72,489","1,43,430","1,29,059",497.77,547
03,041,00228,SUB-DISTRICT,Ludhiana (West),Urban,0,0,7,"18,226","90,113","47,773","42,340",45.23,"1,992"
03,041,00229,SUB-DISTRICT,Raikot,Total,72,2,3,"39,995","2,01,451","1,06,084","95,367",482.89,417
03,041,00229,SUB-DISTRICT,Raikot,Rural,72,2,0,"30,506","1,55,278","81,700","73,578",449.15,346
03,041,00229,SUB-DISTRICT,Raikot,Urban,0,0,3,"9,489","46,173","24,384","21,789",33.74,"1,368"
03,041,00230,SUB-DISTRICT,Jagraon,Total,139,0,1,"67,059","3,41,234","1,79,066","1,62,168",784.34,435
03,041,00230,SUB-DISTRICT,Jagraon,Rural,139,0,0,"53,823","2,75,994","1,44,679","1,31,315",770.34,358
03,041,00230,SUB-DISTRICT,Jagraon,Urban,0,0,1,"13,236","65,240","34,387","30,853",14.00,"4,660"
03,042,00000,DISTRICT,Moga,Total,319,6,5,"1,93,256","9,95,746","5,25,920","4,69,826",2242.00,444
03,042,00000,DISTRICT,Moga,Rural,319,6,0,"1,47,298","7,68,500","4,05,704","3,62,796",2192.35,351
03,042,00000,DISTRICT,Moga,Urban,0,0,5,"45,958","2,27,246","1,20,216","1,07,030",49.65,"4,577"
03,042,00231,SUB-DISTRICT,Nihal Singhwala,Total,39,1,1,"32,836","1,70,609","90,285","80,324",421.04,405
03,042,00231,SUB-DISTRICT,Nihal Singhwala,Rural,39,1,0,"31,527","1,63,823","86,689","77,134",417.64,392
03,042,00231,SUB-DISTRICT,Nihal Singhwala,Urban,0,0,1,"1,309","6,786","3,596","3,190",3.40,"1,996"
03,042,00232,SUB-DISTRICT,Bagha Purana,Total,56,0,1,"42,982","2,25,649","1,19,224","1,06,425",586.44,385
03,042,00232,SUB-DISTRICT,Bagha Purana,Rural,56,0,0,"38,167","2,00,443","1,05,936","94,507",580.44,345
03,042,00232,SUB-DISTRICT,Bagha Purana,Urban,0,0,1,"4,815","25,206","13,288","11,918",6.00,"4,201"
03,042,00233,SUB-DISTRICT,Moga,Total,224,5,3,"1,17,438","5,99,488","3,16,411","2,83,077",1234.52,486
03,042,00233,SUB-DISTRICT,Moga,Rural,224,5,0,"77,604","4,04,234","2,13,079","1,91,155",1194.27,338
03,042,00233,SUB-DISTRICT,Moga,Urban,0,0,3,"39,834","1,95,254","1,03,332","91,922",40.25,"4,851"
03,043,00000,DISTRICT,Firozpur,Total,955,45,13,"3,85,994","20,29,074","10,71,637","9,57,437",5305.00,382
03,043,00000,DISTRICT,Firozpur,Rural,955,45,0,"2,76,967","14,76,518","7,76,208","7,00,310",5166.42,286
